,textID,text,selected_text,sentiment,class
8153,11404ea118,Definition of senioritis: Me. About to go to chem II and calculus. Not good classes to feel like slackin,Not good cl,negative,0
15558,f8cd48cda3,"Told Verizon not to send anyone before 11. He showed up at 10. Gotta deal with this **** now, dunno how long I`ll be offline.",Gotta deal with this ****,negative,0
19310,9129523211,Just watched Camp Rock  Eating raspberry ripple icecream. Awesome,Awesome,positive,2
12338,917ebb327b,wonders why am I so clumsy lately?  http://plurk.com/p/x28ka,so clumsy lately?,negative,0
27120,0706981933,"Wow, my phone was blowing up with tweets all day. Now that I`m home, it`s a ghost town! Guess I`ll do some chores in my apt. & go to bed.","Wow, my phone was blowing up with tweets all day. Now that I`m home, it`s a ghost town! Guess I`ll do some chores in my apt. & go to bed.",neutral,1
20463,8306d6ef78, yeah yeah gd night then,gd,positive,2
9067,75c00c351a,is working,is working,neutral,1
5010,967f203b7c, Oh my goodness!  How AWFUL,Oh my goodness!  How AWFUL,neutral,1
8950,8fd8dfd4b9,is feeling the effects of spring. My sinuses are killing me,killing,negative,0
18190,27df19d799,i love how nice the weather is today and i am camping tonight! oh and i hate my hair,love,positive,2
23987,266f2b4251, xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.,u enjoy,positive,2
17833,eb78ba16d5, so you should. You`re a fantastic actor it`s about time you got some recognition for it.,. You`re a fantastic actor,positive,2
15609,ecada01f4b,I miss you sweetie!,I miss you sweetie!,negative,0
17502,3825d488e0,  Yes. I am secure in my masculinity.,m secure,positive,2
21435,4021602408,"Morning folks! Light tweeting today (`Hurrah!` from the crowd!) `cos I`ve a busy Friday. Me inside, sunshine out.",Hurrah!`,positive,2
20897,922bcbe9ef,Ok.....Twitter is not near as exciting as I thought it would be!,not near as exciting as,negative,0
2167,fd53aa272c,scratchy scratchy throat. warm fluids needed,scratchy,negative,0
4130,b68e793f47,one of the estate agents next door just caught me singing along to wham,one of the estate agents next door just caught me singing along to wham,neutral,1
17517,df731bf21f,Loving the warm weather... but can we get some rain please?! my water bill is going to be bad,Loving the warm weather... but can we get some rain please?! my water bill is going to be bad,neutral,1
26673,80b87139ea,": Your mail server just rejected a simple, plain reply to you as potential spam/virus threat. Not Good",Not Good,negative,0
19844,8fe0df98e3," Yeah, I didn`t buy that for one hot minute.",I didn`t buy,negative,0
12167,911dde31da,_c Oh yeah. Point taken,_c Oh yeah. Point taken,neutral,1
14289,6456258ee9, don`t get impatient! for what? you have already sinned: strawberries with milk and sugar,you have already sinned:,negative,0
24348,a21d9c38a8,"_21Thanks, I`ll keep working on her    lol good idea!","_21Thanks,",positive,2
11803,6786f95a75,watching my ard earn money dissapear.,ard earn money dissapear.,negative,0
2887,9890c74f80,One of these times I`m going to have the self-awareness NOT to ask one of the principle mourners at a wake how they`re doing.,One of these times I`m going to have the self-awareness NOT to ask one of the principle mourners at a wake how they`re doing.,neutral,1
11922,ed9674d53d, it`s a she and she`s way too stubborn right now. thanks for caring though,it`s a she and she`s way too stubborn right now. thanks for caring though,neutral,1
11761,4177a4f15e,still no pool key. wth. it`s even hot out today.,it`s even hot,negative,0
15875,2cb41fa137,Loving Lego Indiana Jones. A game-researching aracheologist`s dream,Loving Lego Indiana Jones. A game-researching aracheologist`s dream,positive,2
7435,08318733dc,i hate having the same hair for too long. i think i want super looong hair now,i hate,negative,0
10010,99078dcd30, its taking forever to upload,its taking forever to upload,negative,0
8345,d4438dda5a," precisely.  The more followers you have, the more important you feel  http://twitter.pbworks.com/Hashtags explains a bit more.",e important,positive,2
13031,7a67129242,_10807 I`m watching the 4th harry potter movieee,I`m watching the 4th harry potter movieee,neutral,1
22651,5b7b794a65,"dad wants the computer, so I`d best be off  taking my lapity-topity to a mac specialist tomorrow, hopefully they make teh owwie go awayz",best,positive,2
3886,c0f700f106,Thank you for the follow !  Looking forward to your tweets...,Thank yo,positive,2
12189,0cc16f71b1,There are bugs attacking my laptop,There are bugs attacking my laptop,negative,0
21595,7965aca124,EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN`T THAT DOE`T WORK AT ME I`M #FRUSTRADED :@,FRUSTRADED,negative,0
15948,c8bc2ce7ca, I don`t know how to send it to you Anna.  Let me think for a bit and I will find some way to do it,I don`t know how to send it to you Anna.  Let me think for a bit and I will find some way to do it,neutral,1
19481,37c2a1d45c,"I love my daddy, but I don`t want to go to his house today.","I love my daddy, bu",positive,2
23047,0bb6ecf377,_morley LOL I love your kids,I love yo,positive,2
6754,2f9ca2d909," awww, I hates it wen families are brokun up by humuns. Maybee you see him agin wun day.",hates,negative,0
25354,3e73b119d8, I`m so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent,I`m so sorry  do you want me to call?,negative,0
6286,dca0ee3946, Yeah we actually went in the room they were at. I just didn`t look under the counter where they were,Yeah we actually went in the room they were at. I just didn`t look under the counter where they were,neutral,1
6379,7fa3e5eb1a, hi Add me.  it`s shannen,hi Add me.  it`s shannen,neutral,1
12491,dda9ee70ed, with 14mph winds!!,with 14mph winds!!,neutral,1
5981,8c3af248b5,Some guy just said he wanted to spank me,Some guy just said he wanted to spank me,negative,0
10625,e2708719cc,real stressed,real stressed,negative,0
16797,8e4bd833da,Happy Mothers Day to all you mom out there,Happy Mo,positive,2
24463,9c503adc87,"also, Lipton`s Sparkling Green Tea is gross","also, Lipton`s Sparkling Green Tea is gross",neutral,1
2910,7d7ffdce15, is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it,is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it,neutral,1
15491,976eeaa10a,  tell me about it,tell me about it,neutral,1
25166,a1e6b3b6db,- im hungry...but there`s no food at mah house.,there`s no food,negative,0
7335,98cadf4304, When are you and  coming over so we can violently agree?,When are you and  coming over so we can violently agree?,neutral,1
22246,45c727ef30,  I`m sorry to hear that. Here is my optimist: Things will get better. For all of us.,m sorry,negative,0
11157,c7350d0f8e, uh oh u gonna fire somebody??,uh oh u gonna fire somebody?,neutral,1
12335,c1957883ed,attics to eden out today !,attics to eden out today !,neutral,1
15008,3016c37350,: ''UB40-'Bring Me Your Cup'''  ? http://blip.fm/~7af72,: ''UB40-'Bring Me Your Cup'''  ? http://blip.fm/~7af72,neutral,1
17598,965c648e73,"Although Wolverine wasn`t a great movie, I don`t think it was as bad as everyone is saying...& at least Taylor Kitsch was in it","Wolverine wasn`t a great movie, I don`t think it was as bad as everyone is saying...& at least Taylor Kitsch was in it",neutral,1
24623,089fef3548,_l I blame you for 1/2 price Fridays replacing Free Book Fridays. They don`t want you doing #rrtheatre anymore.,_l I blame yo,negative,0
17248,be65765553," Yeah, tried it. No go.",tried,negative,0
20448,cfe28ba2ed,"My wife took my last ï¿½20, no McDonalds breakfast for me today","My wife took my last ï¿½20, no McDonalds breakfast for me today",neutral,1
1866,880efa1bec, I listen it right now - so much fun!!!  No I just have to get it somehow,so much fun!!,positive,2
9290,1ea2319a8a, lol.. **** monkey,lol.. **** monkey,neutral,1
9079,092f5873c0," Haha, nice! ;) Thanks for letting me know!","Haha, nice! ;) Thanks for letting me know!",positive,2
15015,289722520f,im well bored  had a great half term and i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),neutral,1
16035,2ad27aff94, yes! My co-workers don`t go to bars with me,yes! My co-workers don`t go to bars with me,neutral,1
675,4568211cd0,totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,neutral,1
24499,23d64855bc," and what about me, huh? I`m crying. Did U forget me?",crying.,negative,0
26387,a8ce81e642, So stinkin` adorable!  I want to come check out the studio,stinkin` adorable!,positive,2
24868,26b7bd0e04,Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,neutral,1
6173,135c46a94c,I wasn`t sore yesterday. But i`m definitely feeling those hills now! My legs hurt all the way up to my booty. Its a good hurt,Its a good hurt,positive,2
22702,6e4d42897d,I really miss my phone  i cant wait till my new one comes,I really miss my phone,negative,0
25248,c451975be1, i live in manchester england but still have never been to london,i live in manchester england but still have never been to london,neutral,1
13395,faa24ec0ee, Something like that,Something like that,neutral,1
4870,acd5a27220,    Go get `em!  lol,Go get `em!,neutral,1
7351,8681be6bf3,"this laptop is going to die, its not working!","this laptop is going to die,",negative,0
5808,2c3ef296fd, No worries,No worries,positive,2
14797,02324c15a6, Eeee! Hiya!  Haven`t spoken to you in ages! How you doing? *enormous hug*,Eeee! Hiya!  Haven`t spoken to you in ages! How you doing? *enormous hug*,neutral,1
20545,10123e7479," the mind plugs work, but the patent got turned down b/c someone already thought of earplugs and benedryl","the mind plugs work, but the patent got turned down b/c someone already thought of earplugs and benedryl",neutral,1
9605,8b33628327,I can`t eat a hot pocket anymore without thinking about Jim Gaffigan,I can`t ea,negative,0
17442,78ded86e34,"shall bring his own glass to work from tonight, no more `half half` hor!!","shall bring his own glass to work from tonight, no more `half half` hor!!",neutral,1
24701,b198bc150d, hey sorry i just got the tweet about the puppy... and someone already got it,hey sorry,negative,0
19715,6d58faa39a," ****, so many good deals...you guys have a conspiracy to steal all my money",so many good deals.,positive,2
17736,85abfc1079," thanks, feeling good and off to New Forest later","thanks,",positive,2
16624,93adf1a41f,"am hungry.. going to eat... catch up with you guys later & 4 people who are hurt by my sardonic quotes - why are you waiting, hit me back",hurt,negative,0
21889,a6e7110b31, i thought it was just me that was like really hot. My room is too hot to sleep in,My room is too hot,negative,0
18101,69e983a4f4,Just work up,Just work up,neutral,1
24444,6dba3a987e,Hav fun at heav y Metal happy hour you guys! In the future  accadentally sets it on fire while smoking with ,accadentally,negative,0
22747,7912c76e1b,May the 4th be with me today as I round off the weekend with one more session - happy 4th y`all from the Fintster,May the 4th be with me today as I round off the weekend with one more session - happy 4th y`all from the Fintster,positive,2
9662,f590a96112,"On my way to work, I`m kinda sad",sad,negative,0
26108,b12a6d7892," Aha both same length, touche",touche,positive,2
9070,f294664ee8, so sad...sorry to hear that.  She was a sweet dog.,so sad.,negative,0
13082,a8a465c84c,Love thy self. Keep it simple. Learn Tai Chi. Those are my aims today. Beat up ankle is less swollen  I am on a no negotiation vacation!,Love,positive,2
3311,00187f2f4f," naw, it doesnt match up LOL and i have no shenanigans to discuss...  but i did do the thing...",it doesnt match up,negative,0
10650,559d060b70,my attempt to sync facebook and twitter seems to have failed,failed,negative,0
5518,dfad658db7,"Room is clean, now it`s time for breakfast","Room is clean, now it`s time for breakfast",neutral,1
26965,5e820a039e,It is going to be a beautiful day!,beautiful,positive,2
1823,c71f385d10,Bank holiday rock seems so fitting  ? http://blip.fm/~5jg16,Bank holiday rock seems so fitting  ? http://blip.fm/~5jg16,neutral,1
23078,a1b3b201c7,Six feet under theme is on jjj,Six feet under theme is on jjj,neutral,1
2750,6d7cbe3da9,  I`m @ work and missed everythin yesterday but don`t know wot? Anybody,d missed everythin,negative,0
17368,384d65bc27,can`t believe he has to wait till October to see 'Up!' when Americans get to see it this weekend.,can`t believe he has to wait till October,negative,0
3869,8672a651f6," u dont even need to go to the options, the button is right there (on top right corner)","u dont even need to go to the options, the button is right there (on top right corner)",neutral,1
7945,b804b59377, that is sickening... Just shoot at will? Smh... Prayers for his family...,that is sickening.,negative,0
23244,d17e715be4,"  i used to live by the ocean, i shoulda gone to the beach more often","i used to live by the ocean, i shoulda gone to the beach more often",neutral,1
2347,7f927df185," I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing",iPhone keypad sucks,negative,0
14277,f524018791,"i know i have lots of comments to return but i have been really busy  i`ll get round to it guys, sorry",sorry,negative,0
8838,df338779f1,i dont think i have ever laughed so hard,laughed,positive,2
12524,a3710e95cc, Haha thanks.,thanks.,positive,2
1781,eb19b96f32,Still bored but not long now till the next tour date,Still bored but not long now till the next tour date,neutral,1
11150,956bc91d32,"is tryna find her a 30 yr old junt with a 401 k, stable job, good home with an extra room 4 me and my baggage..so tired of u young dudes",good,positive,2
5583,d237d2f006, now that you say that you do look like demi  hahaha!! Yessss august 2nd will be a blast,s august 2nd will be a blast,positive,2
23016,0e5230af2d, hey guys it`s leann. . i dont know if you remember me but i just wanted to say that i`m very excited to see you guys go far,excited,positive,2
12108,aa7ae1333d, rofl rofl. Have fun,Have fun,positive,2
4336,c558ee8d09, poor grace!!! You need to date a cute male nurse.,poor grace!!! You need to date a cute male nurse.,neutral,1
9757,4b2c530b21,taking a break from sewing to do some dishes,taking a break from sewing to do some dishes,neutral,1
2166,c2b7748b86, I like mine green  Just somehow doesn`t taste minty otherwise .. heh heh.,I like mine green  Just somehow doesn`t taste minty otherwise .. heh heh.,neutral,1
13765,2f3ee6608d,This is not fair... bath again....,not fair...,negative,0
1631,8b648c6715,so tired from school and work. shower than neighboures.,tired,negative,0
17586,1c780a6f6e, think so but my boss is in Switzerland all week. going when she returns  ira gonna be awesome,e awesome,positive,2
19857,3c08413cee,i wish i were hanging out with kobe right now,wish,positive,2
19394,b756279ff8,The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI,saved,positive,2
19022,5f78272926," You are very sweet, my everyday hero friend","You are very sweet,",positive,2
25050,5df77b89f4," i gotta say, i`m a little jealous",i`m a little jealous,negative,0
24558,f12d554f27, So sorry about all that  praying for you,So sorry about,negative,0
10037,95002a2537,Ooh I have snazzed up my profile with summery colors,Ooh I have snazzed up my profile with summery colors,neutral,1
3290,56bd08d6d6, lol   the things u gotta do sometimes man smh lol,lol   the things u gotta do sometimes man smh lo,neutral,1
11988,76390ef87f, i miss your dance friends too.,i miss your dance friends too.,negative,0
2594,8b6de71666, Huh... PR from 5 to 2..?,Huh... PR from 5 to 2..?,neutral,1
521,315d2392c9, you should say mlia instead of fml  i hope you find it soon,i hope,positive,2
788,5b2b140151,I think i should go to sleep considering i hav to b up on 3hrs....,I think i should go to sleep considering i hav to b up on 3hrs....,neutral,1
16621,6ad9018718,"Sydney - Toyota - Landcruiser - 1996 - $10,000  - new ad received and will be posted on the HCC site soon","Sydney - Toyota - Landcruiser - 1996 - $10,000  - new ad received and will be posted on the HCC site soon",neutral,1
5944,97586292af,"  thankyou very much, you rock!",thankyou,positive,2
11226,87ff6bafbe," None of Meowmie`s friends have money, and even if they did, she wouldn`t be able to pay them back.","None of Meowmie`s friends have money, and even if they did, she wouldn`t be able to pay them back.",neutral,1
26214,253adae01d,wow we r watching the outsiders  smelly english.,smelly,negative,0
15679,606311c3d6,gettin ready to put on a show  ugh i really hope ppl dont comee,ugh,negative,0
3969,808f007968,just left work. inventory was way easy  and I got to put in my highschool musical 3 cd! it was amazing. goodnight goodnight everyone :],! it was amazing.,positive,2
19104,3c454386f3,Honestly at home alone,Honestly,positive,2
14954,6842771f9d,"Dagnamit, latest power twitter update is pants - no clickable links","Dagnamit, latest power twitter update is pants - no clickable links",neutral,1
4821,03273124cf,_E  It`s an honour being your friend!!!! http://bit.ly/LhgZ2,honour,positive,2
15655,ca25cb4c3b," I know... Sometimes it`s just letting go of it all for a while that makes the difference, eh?","I know... Sometimes it`s just letting go of it all for a while that makes the difference, eh?",neutral,1
1709,a5315d12d7, An elephant? LOL Try painting it from the back,An elephant? LOL Try painting it from the back,neutral,1
8135,f5575d994a,"my car is in at the garage & is not coming out anytime soon! last time I heard the gearbox was the problem, still waiting for the quote.","problem,",negative,0
14467,5ea7f98140, yeps...just for today though  I badly wanted to do some geek-shopping...,yeps...just for today though  I badly wanted to do some geek-shopping...,negative,0
16549,7c3ab1edc8,sees the finish line disappearing in a plethora of emails!!!    WAH!,disappearing,negative,0
24154,0a45238d11,"#BGT Quite an awkward moment, poor girl  I hope she doesn`t loose it again.","#BGT Quite an awkward moment, poor girl  I hope she doesn`t loose it again.",neutral,1
12314,efad30ddc7, There`s loads of highly qualified stuff  and loads STILL using snail mail.,d loads STILL using snail mail.,negative,0
11330,dfe207079d,"Walking the puppies downtown. Also, mystery of missing cat solved: he  locked himself in basement for nearly two days.","Walking the puppies downtown. Also, mystery of missing cat solved: he  locked himself in basement for nearly two days.",neutral,1
11411,231609fbe9, thats bad your been forced to watch that  there must be a helpline you can call ?  we are both good thanx he`s asleep,thats bad your been forced to watch that  there must be a helpline you can call ?  we are both good thanx he`s asleep,neutral,1
11062,a26c1b566d," i`ve sent a twitter invite to poet friends, i`m hoping they will come poetize, would love 2 see more poets here  #poets",love,positive,2
24263,905d8226b0," As much as we would love that, it is hard to make ends meet up here ... with the job situations and all...","As much as we would love that, it is hard to make ends meet up here",neutral,1
13876,2dfcb67076,new golf VI TSi 160HP is fast!,new golf VI TSi 160HP is fast!,neutral,1
24551,37b2387a16,_B You didn`t see everyone going on about it on Facebook about 3 months ago?,_B You didn`t see everyone going on about it on Facebook about 3 months ago?,neutral,1
9051,57eb23af61,http://twitpic.com/67ot5 - the most amazing decoration of a store i`ve ever seen... & it`s almost been 2 years,amazing,positive,2
27040,5b00ea0cc0,watching some scary movies with my friend,watching some scary movies with my friend,neutral,1
4094,0195ac1050,Hope my roommates having a good morning without TP and soap!,Hope,positive,2
1624,d2ddee6416,Fuuuuuuuudgeee I burned my finger with oil! It hurts,hurts,negative,0
27056,dfdece6993,Guus`s last game 2moz,Guus`s last game 2moz,neutral,1
19910,6fd2aff430,will just take a bath,will just take a bath,neutral,1
7715,47a4e539a9,Haven`t a clue about this twitter!,Haven`t a clue about this twitter!,neutral,1
5659,b42990837b, oh no  this week is just a bad one for everyone. i love you & your pretty face & youre going to do fantastic in concert tonight,oh no  this week is just a bad one for everyone. i love you & your pretty face & youre going to do fantastic in concert tonight,neutral,1
22814,02eec9ed8b,I smell cake but I don`t see any cake on the oven!,I smell cake but I don`t see any cake on the oven!,neutral,1
21170,2390634dc4,SAD day! love you Maï¿½ (8 years ago!) miss you so much!!!!,SAD day! love you Maï¿½ (8 years ago!) miss you so much!!!!,neutral,1
20285,ba6ed08298,forgot the pin of my debit card. thank God the card still works after several attempts. just bought cake for sister`s birthday. wheew!,thank God th,positive,2
24759,ccf23937ad, No mine looks the same.,No mine looks the same.,neutral,1
6931,3fe390dcc1, lol I am blessed to have you in my life too 'mama'  Sorry about your back pain. You should do some stretches.,I am blessed to have you in my life too 'mama'  Sorry about your back pain. You should do some stretches.,neutral,1
27135,7ab9f7f6f9, wweeeeooo! snl soon,wweeeeooo! snl soon,neutral,1
24755,1b51db3fbd," I know man, my day off and am pulling myself out of bed","I know man, my day off and am pulling myself out of bed",negative,0
16763,3adff3e0b8, heyy nat! twitter twitter twitter. you`ll get used to it hahaha  love youuuuuuuuuuu,love,positive,2
2268,cfa474e4f6,I`m going to miss Miss Suhana,miss,negative,0
5655,c9ac4056b1,Whatever. Workweek`s over. Time to go play with new phone. Sim card didn`t transfer contacts list,Whatever. Workweek`s over. Time to go play with new phone. Sim card didn`t transfer contacts list,neutral,1
7032,9b402bca9b,i say business ive only sold 2....and its not RL money  ...but its got me back into photoshop again,i say business ive only sold 2....and its not RL money  ...but its got me back into photoshop again,neutral,1
22232,a914a3c939,"o, and happy mothers day",happy mothers day,positive,2
1942,3cbc1723cf,Everything is annoying me today,annoying,negative,0
22897,01cb29e586, aw  were sad you had to leave tokyo. come back.please,e sad,negative,0
19723,e68161fc9d, I just changed the backgroung but now I have no profile ppicture,I just changed the backgroung but now I have no profile ppicture,neutral,1
13480,a965a49d12,"Mobile phone check-in? Another fail! American`s service came close, but crashed at the gate. I`m now 0 for 3.",fail!,negative,0
13044,f043c14a94, could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!,neutral,1
11231,6a64571f68, Twitter`s being mean w/ the pics lately! Stole mine for an entire day!,Twitter`s being mean w/ the pics lately! Stole mine for an entire day!,negative,0
18485,c2e310d8d5, thanx for the msg! glad u liked my singing!,! glad,positive,2
8217,616868a4ea, u really dont right now! i am as sick as a newt in a freezer! its aweful  x,its aweful,negative,0
24426,2cb4cd7698,lay by the pool and take a nap. my agenda for the day,lay by the pool and take a nap. my agenda for the day,neutral,1
9451,8efb94fa36, Nope  day off;,Nope  day off;,neutral,1
19507,406f325965,There`s Only One Thing I Hate About Friends And Dats When They Move Skl They Forget About Yuu,One Thing I Hate About Friends An,negative,0
24699,0b6b09e963, ComicCon? That`s cool!,That`s cool!,positive,2
7692,7865471741,Guess I`m on Twitter now!,Guess I`m on Twitter now!,neutral,1
15775,fd987ed435,Surgery.,Surgery.,neutral,1
14434,66208ff50a,My shirt is a fuzz magnet today and I feel totally uncomfortable,My shirt is a fuzz magnet today and I feel totally uncomfortable,negative,0
20613,fe89c3d2a5," Okay, cool. Hope you had better dreams than you had last week.",. Hope,positive,2
22001,9886a5f76c, There is a motorcycle for sale down the road. Mind you it`d be stupid of me to get it. Summer 5 months away.,Mind you it`d be stupid,negative,0
12370,1bdc0198c2,I`m thirsty in the middle of the night and get to the fridge only to find my Brand New bottle of Cran-Cherry juice gone....  FML moment!!,Brand New bo,positive,2
25095,462e3473ca, Thank you very much Rex for FF,Thank you very much Rex for FF,positive,2
21016,9a2ba41cb3,Oh what a day it has been! Stress and thinking about the future is making me sad!,Stress and thinking about the future is making me sad!,negative,0
19301,08ffd3f677, - love your new avatar!,love your new avatar!,positive,2
11455,9814561b92,wut do i do now????,wut do i do now????,neutral,1
24630,36e5ad4719,  I told ya`ll I am a good girl. You can see my halo and everything,I told ya`ll I am a good girl. You can see my halo and everything,positive,2
15643,ba583b5330," heyy!  told me to follow u, whatsup?","heyy!  told me to follow u, whatsup?",neutral,1
18356,be56e24fab, Yep! Here`s a pic of the kid standing on the Puffy Taco.  - Photo: http://bkite.com/07jZs,Yep! Here`s a pic of the kid standing on the Puffy Taco.  - Photo: http://bkite.com/07jZs,neutral,1
7346,9e7f5651d8,Recovering from a lovely but slightly stressful weekend in France,Recovering from a lovely but slightly stressful weekend in France,neutral,1
10899,67033f4a96,live now! but nobodys there!,live now! but nobodys there!,neutral,1
20440,6d694ff7c1, I would much rather you didn`t punch yourself in the face...it might hurt,.it might hurt,negative,0
2817,3686cff7dd,Lil cuz coming round today she 5  aww  haha,haha,positive,2
15735,2c801b5366,  I knew it! I use to love that show too  Happy weekend to you too!,! I use to love that show,positive,2
16849,acbda380bf,Last days of maternity leave,Last days of maternity leave,neutral,1
14281,912dc5e9cf,Rain makes for a good study day  almost done!!,good study day,positive,2
2610,b81ccfae03, diggin` your moustachio! Looking good daddio!,Looking good daddio!,positive,2
11252,afe78818f5," : woot please post a pic, I won`t recognize you without it",": woot please post a pic, I won`t recognize you without it",neutral,1
5750,bd414ef6e5,hi  thanks for the follow  good luck with your friend? ha,good luck,positive,2
5068,3781398398,curious if they fixed the window handle in our room in the meantime  #edc,curious if they fixed the window handle in our room in the meantime,neutral,1
4797,75357bd8dc,"when i cheered,i yelled SHAKE THESE at the end of a chant and did the suck it 'X' and got suspended & had to give a public apology,lol",suck,negative,0
16007,806f3b3df4, Check this video out -- ScriptGirl Report 05.08.09 http://bit.ly/hclXP ... I can officially now survive the weekend,I can officially now survive the weekend,neutral,1
7187,28b7b971ff,1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today   Freakin filipino parents AHA,1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today   Freakin filipino parents AHA,neutral,1
4883,10e6bf5949,"1 AM & time for bed, nite all","1 AM & time for bed, nite all",neutral,1
4325,f5fb5b2236, I know   Guess I was hoping they`d revitalize the plot lines as well instead of reverting to old cliches!,as hopin,positive,2
19147,d76062e768," i`m praying for you. Sorry to hear about your bro, man",. Sorry,negative,0
2651,2463ad77e1,At branding iron with drea! White boubous and **** can get down! Haha crunk! For the next couple hours! Haha fun times!,fun,positive,2
5177,d92f85fc21,FO SHOWWW,FO SHOWWW,neutral,1
14109,1440b11d65,  thanks hun!! I`m working hard over here...  thanks mama!! I yuhh you!!!,..  thanks,positive,2
2062,d31bd4a166,http://twitpic.com/4wtom - This day is soo stressful! Geee.. Lunch was a blast tho! How are you guys??,http://twitpic.com/4wtom - This day is soo stressful! Geee.. Lunch was a blast tho! How are you guys??,neutral,1
9186,15d07982a6,Finishing Homework.  BOOO,Finishing Homework.  BOOO,neutral,1
20024,670b6eef13,happy mother`s day to your moms,happy mother`s day to your moms,positive,2
10648,5a7b1c7601,"too much good food on this Mother`s Day. not that i`m complaining! Seafood, durian puffs and macarons! yum!",too much good food,positive,2
2575,7eb12f3dd8,"I am in school. Absolutely I have been sick .. I want to go home - we are writing of geography, the best it will",Absolutely I have been sick .. I want to go home,negative,0
2563,908bbe2865,thanks so much for the discount code. looking forward to trying your pads out,thanks so much for the discount code.,positive,2
14284,c1d75a52e8, Ok then  ...I was doing fine..now not so much lol,Ok then  ...I was doing fine..now not so much lol,neutral,1
12860,08606f36d1, ironclad determination?,ironclad determination?,positive,2
16468,061c01cc9b,is still pretty depressed about losing her hello kitty necklace,is still pretty depressed ab,negative,0
3557,ec180cad88,"making mashed potatoes, and vegies to go with `s t-bone steak for when he gets home","making mashed potatoes, and vegies to go with `s t-bone steak for when he gets home",neutral,1
3085,f7e80a4d74,"No school, again. This time cuz im sick.",im sick.,negative,0
14612,10d95a8b81, arre seriously! They shud take his sperm nd clone him into 23 yr old single guys,arre seriously! They shud take his sperm nd clone him into 23 yr old single guys,neutral,1
3261,f107dc44fe, Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!,Great,positive,2
6757,e9258e52e8,going to look at a bunch of open homes today. just to get a feel for the market. i think i`ve got a lot of saving to do...,going to look at a bunch of open homes today. just to get a feel for the market. i think i`ve got a lot of saving to do...,neutral,1
22690,59f71ab95c,"Wow, such a crazy night of ever changing emotions! I liked it tho",I liked it tho,positive,2
25766,af0f1b459a," Not really, injured so can`t do much exercise. The KG`s are coming on already. Also still looking to rent some place!!  Fun times!",Fun times!,positive,2
15156,f5c1511faf,what fun!  I got retweeted by a bot,fun!,positive,2
17038,8b8c9a3880," I really like miller park too  too bad the cubs aren`t leading, hopefully they can get it together soon","I really like miller park too  too bad the cubs aren`t leading, hopefully they can get it together soon",neutral,1
19955,0f5fc32d1d,RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It`s like Sophie`s Choice!,still slow,negative,0
12594,e54818b488, good luck!!  OH and I are playing inthe mixed knockout this week. Playing the pros 14yr old son playing off 5 & top woman off 6,good luck!!,positive,2
14572,d69004b549, me me me!  lol,me me me!  lol,neutral,1
23887,e9b733e4d3, let me know how it goes I`m praying. Ummmph. I still can`t believe it.,I still can`t believe it.,positive,2
5136,29667b76c1,am hungry agaaaaaaiiiin maaaam,am hungry agaaaaaaiiiin maaaam,negative,0
19099,e74e47df4c,I Wish i was still in Cornwall - i miss my auntie`s dogs,i miss my auntie`s dogs,negative,0
15305,a604dd359d, happy mommas day . ging is so lucky to have a momma like u  enjoy ur nite! luv ya,happy mommas day . ging is so lucky to have a momma like u  enjoy ur nite! luv ya,positive,2
2423,4372714793,"Peter, the bar owner is working his way up to 1000 beers-all Belgian. Has coffin for drinkers of Mort Subite","Peter, the bar owner is working his way up to 1000 beers-all Belgian. Has coffin for drinkers of Mort Subite",neutral,1
13471,75ac7319e8, why thankyou  _garner suggested Fannie Bay (but it is in Darwin),why thankyou  _garner suggested Fannie Bay (but it is in Darwin),neutral,1
3828,1c9506d2dd,"Hey, Good Morning guys!!",Good,positive,2
18776,e451867f18, teehee. it was a good show anyway,good,positive,2
23724,babcff0fb2,"like spirits in the night ooooh night, quï¿½ grande ere mr. springsteen",like spirits,positive,2
